Line_id,Line
"C3D01DDC-D2AC-4664-B558-C05445791F46","item decem et septem longerie"
"18FD096D-B5CC-41D0-B8FA-59BF65C302B6","triginta quatuor manutergia sive tressos"
"C3BD9670-172F-4358-9907-A59E22EAA980","item unam caissiam novam in qua sunt vestes dicti condam johannis"
"3E553594-8EAB-4039-A11A-CC4A10C97675","item unam choppam hominis foderatam de boscassino livido"
"15D6463E-3A08-4728-A368-8D5C7C6D77D0","item unam choppam hominis bispertitam de panno albo et livido cum penna cuniculorum"
"B3F52098-92CD-44C4-88C5-96584E08D57A","item unam choppam hominis de panno burelli cum penna nigra"
"9F59EB2F-7378-4F9A-9C23-951357E8FCBA","item unum mantellum de frisia hominis"
"D053DCDE-8528-4844-A5BC-7FCBFE1448B3","item unam choppam de mesclato cum penna de fayna"
"B50C45C4-3CAC-43BD-994B-C6A974854D3A","item unam choppam de mesclato"
"5ACEC956-9805-4CF9-8FED-125CB38E9D70","item unum jaque de veluto lividi"
"5EFB605E-EFD3-4C34-8939-8DEFB2092609","item duas tunicas hominis de burello cum pennis albis"
"0DBFDB46-9BE1-41FC-A4D8-319C589F00A0","item sex paria caligarum tam bona quam debilia"
"FA654852-AB90-4137-B7A8-3A434596F154","item unam cassiam de noguerio magnam in qua sunt res subscripte"
"6C59E03B-DA1F-456A-A95F-18CDD24AEC84","item cubrelhietum pictum cum duobus aureleriis depictis"
"E4190977-E43A-497F-85A6-723721A50017","item tria paria aureilleriorum de sirico"
"4B049235-B991-459F-84E9-659FEBD931F0","item duo bancalia de sirico rubeo et croceo"
"F5A28F11-F298-4100-8882-BB3BAD8D7757","item unum copertorium de sirico facto de bandeira ornato circumcirca suis armis"
"E7FDBDB5-21E1-42D6-A78B-1B8D667A120D","item unum copertorium parvum de sirico cum armis luppi"
"94BBA1BF-59DF-475B-A791-C71E15F0046D","item unam parvam caxietam cappelle"
"77795D42-FD0A-4A10-AC9A-9305CAD8BE11","item unum vestir complit"
"D8C1F331-4FF1-4A3F-B068-D4BEFF4BF1DA","item unum parvum missale"
"25595939-E533-421B-9920-DC5E6BBF01BD","item unam cappam altaris"
"92984DDD-BFD9-4B38-B9CE-894B5AF1CECC","item duo candalabra parva altaris"
"E10FE68F-5E93-48B8-9D77-4E03EAF16AD5","item duo paramenta parva altaris de pano depicto"
"81B96E74-EF7D-4DA9-B507-B1C352F8C771","in aula"
"69445C0C-BEFF-403D-AC96-2347AF88DD72","item unam magnam tabulam de sappo cum talonis duobus"
"D670293B-7BF7-4AA2-8204-AE98951986F5","item unum dreissatorium de fuste"
"7830F84F-03BE-4214-BCDA-D0065FA706E0","item quinque pavesia magna"
"C2EC5D94-1F96-44F5-937C-71EDFF07B4EC","item septem scutos"
"58CEAD66-2DCD-4FE5-BBFC-5B4D9C6F373D","item unum parvum oratorium"
"14C8F743-7137-4A1F-9CBF-BB2B3AF0A1E9","item unum archibanc cum duobus meianis ad tenendum panem"
"76D2F485-4E6D-45D8-9EEE-9FB55AEE049C","item unum archibanc cum uno meiano vacuum"
"3BA337CB-A63C-4A64-83B6-B60F408A79D4","item unum tappit parvum"
"75E862B7-DF21-416B-87CC-67FC61FCE5EB","item sex carrelos"
"1EC5ACE3-BE77-4A73-9363-AB8338591C4B","item unum matalassium parvum"
"50A98100-1B37-458D-AFAB-77F5635834D2","item unum candalabrum de banna ferri ad tenendum in aula"
"9D26BCB0-8969-40CB-A044-F3AB5B8640CB","in una camera superiori supra illam paramenti"
"D94523CD-0E1B-422B-AFCB-2C31CE3EA130","primo unam colcam fuste cum uno matalassio una culcitra uno pulvinari duobus linteaminibus et uno copertorio viridi cum quinque petiis cortinarum viridarum"
"40BADEDA-8EBF-408F-B80C-6CADAE5A0DB9","item unum scanum de duobus meianis et in uno ipsorum sunt res subscripte"
"432C1E1D-03FA-4FDE-9A04-DF751388DF6E","primo due bassine stangni"
"4352001B-1FE3-42F5-9C58-A72BA5B6227B","item quatuor platellos magnos stangni mmccxiii item novem platellos meianos"
"F39F44B6-8F07-43CC-AAED-BFF03B738DFF",""
"6C2EDFB5-BAB2-40D0-A86D-193DC64BD502","item quinque platellos stangni parvos"
"B4A02CB0-ACE0-4236-BDD5-55BAFB23DF29","item decem et octo scutellas stagni"
"F2BE211E-8A36-452B-BE88-BECD7C6D569F","decem et octo grasaletos stangni"
"83DA15DF-4762-4C7F-800F-F88C8C18C4C6","item duodecim cissoria stangni magna et sex parva"
"1962BF62-6424-405B-A76B-EA2656DCC525","item unum stuchium corey cum decem cloquearis argenti"
"F1E3C0C2-9BBE-4D45-B27F-CE1C44854BE2","item unum scanum ad pedes lecti de duobus meianis vacuum"
"F56741E2-01F7-4B44-81D2-4225C04FC215","item unum magnum scanum cum duobus meianis in uno sunt res subscripte"
"9721431B-E951-47A2-9822-B410FFF54236","item sex potos stangni tam magnos quam parvos cum duobus meysarobis sive aygaderiis stagni"
"1A692476-1ABC-4E84-B2A5-61857296AADF","item unam caxiam magnam de noguerio vacuam"
"D50650D8-DD09-4FDE-AA3D-8C880EBEAE15","item unam caxiam navis"
"F81F82BD-D9AC-4E96-A96C-09FB7F67284D","cum tresdecim mappis magnis et decem longeriis"
"B55F348D-5A69-4209-B97C-5108247167C6","in furnello"
"AA4EEF6B-6C5F-49A9-92E1-401016EE122A","item unam magnam mensam ad comedendum cum duobus talonis et uno magno scanno"
"8A73586E-3CE2-4FCA-88AE-B8D77C42A617","item duo parva alabica plumbi"
"5AB5BBB0-944F-4C8C-AA68-A05F0E75998F","item unum archibanc de uno meiano"
"21CC65C7-AA47-409C-959E-449BF31BA5E7","item unum gardemagiar stangni cum copercello"
"35909495-CC45-4C94-8B8E-5217F4736BE4","item unam conquetam de duobus brochis"
"267D7B84-F689-4799-A595-371D7CB7B2A6","in quoquina"
"71844F62-CA8B-4D6A-B7B7-C2A1A228B410","item unam tabuletam parvam cum taulonis"
"F8331B0E-F291-4257-8E2A-B316288B75A2","item quatuor parvos platos stagni"
"803A0049-8C23-4F2F-B9CB-B8689BBAA412","item novem scutellas stangni"
"61A42A54-1140-4294-BC0E-27EAF2FD5869","item sex cissoria stangni"
"F935738D-6DE4-411C-B662-883969F31159","item decem salserios stangni"
"CB030C5B-FD93-4332-9D85-F3C86778632E","item duos tianos cupri"
"C6C12F5E-3958-4031-9A2F-4D1070B62355","item duas conquas una fracta et alia bona"
"65DFDFBF-5BDE-4F4C-9CB4-E2FECC6177FD","item duas peyrolas galee"
"0402FC20-4CC1-4E40-980A-AFCF3D96AEB1","item unam ollam cupri"
"B2902F2A-56EA-45BE-853D-F5BA0FD10827","item duas peyrolas"
"B87F2FC5-522A-457C-8CB3-ACDE5A5F461D","item duas sartagines"
"0ECF813A-1E65-474F-B7CD-1C299D3F1D06","item unam grailham ferri"
"85026359-49A1-4160-8382-2AB181EAC3F6","item tres endes ferri uno sine pecoillo"
"FC900CA0-F2D1-4B17-BC60-58DB7D404929","item duos astes ferri"
"C4374A6B-CC81-4A5D-A307-5FD9E4548FDF","item unum caffuhoc parvum"
"628F4AB0-1E36-4B56-B93F-BF9A04E11D2B","item duo calfatoria cupri uno parvo"
"DDDAD203-DA8F-4E5F-B44D-399F59A996B4","in camera serve"
"17944902-27F9-4C23-8C16-9C709782A45B","item unam colcam cum matalassio uno traversio duobus linteaminibus uno lodice et copertorio"
"984AFB01-9204-433A-B91C-ADE0B8759B42","item duo morteria lapidis"
"AB1C3C45-5F7A-4718-BE8F-C27242594EF5","item duas jarras de lhieusieu"
"B7BC390B-0729-40FA-9322-B7275EDE4422","item duos broquos"
"49586406-F4BC-4113-9F57-F670F4B44FC5","item tabulam ad portandum panem"
"C0BF4760-AE5A-4EEF-8B05-4B1ED156D032","item unam mastram"
"2F13350E-DB16-450A-B85C-D7BE4DB156B8","in dispensa"
"F7FBBD6C-EF38-4B30-A85A-30408F78A84B","item unam archam cum duobus meianis ad tenendum farinam"
"51E2E483-D2CD-4348-9C01-DE7AFC96D11E","item unam paneriam"
"29C9659D-CFDE-4B44-A332-1A7117FC5DDD","item unum archibanc de duobus meianis vacuum ad tenendum legumiam"
"CBFBF458-0A12-48CB-81D4-A2FF9284EB22","in camera ad medium egredarium"
"6DE2E1D5-F12E-446E-BA74-FBA70276B65C","item unam colcam hominis cum matalassio duobus linteaminibus uno transversario uno copertorio viridi lane pauci valoris"
"3FB52566-C621-4D02-863A-3C5B350F3F1E","in porticu"
"7277DAEE-976C-4F5A-9EAF-EF8F69C61DF2","item duas bredolas"
"DADA6AF3-1431-4A65-8913-78CD8C504AF2","in camera juxta introitum"
"8D0D0B84-1E8F-43BB-BAEC-CB65ADEEA2B4","item unam colcam fuste albani cum una bredola ante cum uno matalassio una culcitra uno traversio duobus lintuaminibus una vanoa et uno copertorio viridi cum quatuor petiis cortinarum viridarum debilium"
"48261E7F-3E26-40E8-8E2A-ACE7E22DE957","in domo orrearum"
"4530E4A0-15C2-42ED-9D4C-73224BDCBB3E","item tria matalassia pauci valoris cum uno pulvinari"
"F9DCAEDB-9E12-4DF8-B69B-98BC26139C57","item unam caissiam cum una emina et una panali ad mensurandum bladum"
"FCF86B7C-3012-4654-9F80-BECD4B7E9F37","item unum cavalletum"
"E75C8F64-3492-4E20-B6E8-6AC97696D348","item unam magnam caxiam et longam cum rebus subscriptis"
"3A10CC3A-6C57-444D-A078-AC2A00D81DE2","item quatuor vannas computata una de dobleto tam bonas quam debiles"
"8DA911D2-1261-4806-AFC8-384E08C3B5BC","item unum parvum pannum francie ossellatum"
"C1ED2EDE-4BCC-4532-A653-620E5F353CA5","item unum capsalerium lane cum pennis variis de lana ibidem operatis"
"C1FEB96A-EAE4-473F-AC30-0589B0087B98","item septem petias bancalium de lana facti ad modum penne varie"
"FC3845A1-025A-414B-8642-B820CB389A94","item tres petias bancalium lividi ausellatas"
"43AD14A4-3C28-4790-A101-D90547BFED72","item copertorium penne de servis lasseratum in diversis partibus"
"59D89D3B-D933-4D9E-BA71-6B831EB3D1C1","item quatuor lodices albos magnos cabatos ad capita"
"BF1A4DAA-68FB-4734-9699-7CE56FCCB587","item unum magnum copertorium de panno rubeo"
"BE99F561-90AA-45BB-9A96-1896E8306F7D","item parvum copertorium cum armis regis francie et pape urbani"
"AD2F22AE-E276-43B4-BDF0-0FE03A9ABC2E","item unum copertorium de bort debilem"
"4B1A8C2F-EDEE-4112-B5FA-F8BE1CE6D98C","item una fluna parva culcitre"
"0FBB2E08-1FC4-4FC1-8C84-B7EB185E814C","in camera scriptorii"
"E0025223-7F3D-462F-A0C1-7250D289A21D","item unam parvam caxiam cum aliquibus instrumentis et cartulariis"
"942C7AFC-43FF-4183-86C6-1671860E6CFB","item unam aliam parvam caxietam in pede scriptorii cum aliquibus instrumentis et cartulariis"
"B7A51531-00C2-432B-9260-781EF1BC894C","item unam magnam caxietam cum aliquibus instrumentis et cartulariis"
"D4A60993-76A5-4521-B980-BC92C5D22A02","item unum parvum caisonum cum aliquibus instrumentis et cartulariis"
"7B95C626-FEF9-4F22-9F1F-23F227006C4C","item unam crucem factam de foliis argenti magnam"
"9890EB6C-3D59-4223-9124-983CD93E27A4","item aliam caxiam in capite scriptorii"
"C6F83201-5891-4990-A8E9-4CB96FED506A","item unum cappellum de pampalona"
"D3C37F04-18C6-4FA1-9F6F-D8814DD71DB5","item unum bloquerium"
"A60144C4-4881-4977-97C9-B21A6D3B00CD","item unam balistam cum duobus croquis"
"C495EACD-0A9B-45D3-84E2-74B81E49CDA2","item unum stuchium cum una trompeta cum pennono de suis armis propriis"
"5D6C05B1-E262-4262-B888-7C345EB5F3D6","item unum stuchium trompete corei"
"D0219448-DB7C-4CDB-A7D5-A875D69C3F10","item quatuor enses"
"9E7DE67E-009D-41BB-B0FF-BE7320F35A16","item duas massas"
"79BA604E-B869-4EC0-AB5B-E8181C353DA6","item unum carcasium"
"98D81BBA-2D71-4509-ADA5-A613B80B05E0","item unum candalabrum ferri"
"08F2B797-811E-4DC3-9BD5-D8BEF8DCCF12","in penore"
"CD922998-3275-4282-AF1D-43A379911258","item unam tinam vinariam cum quatuor plechis et uno troilhio"
"F3CB482E-47D8-441F-B812-B5514F8F22F7","item duas degargatoras"
"124D0A7C-9321-4BE4-BE77-69BBCE8AC989","item trahedoyram"
"3814F36F-7892-4D2A-A3A5-646E91DA0578","item unum parvum vas vinayrium vacuum"
"532F7783-7A40-4451-AB06-306927DB5094","item tria vasa vacua"
"06642CF8-81E5-46F8-B0A7-57D7E6C5D5E3","item octo vegetes vacuas"
"0DDBB1C7-8718-4DAA-95DF-A05978F5B1D2","item unum embutum ad imbotandum"
"8BD2FCFE-6D38-4A5F-A461-3CDA5B292FF5","item unum carrum cadrige ad vindemiandum"
"C2C9987A-AB93-46C7-8D9F-5166C4B0D74B","in hospicio novo"
"CF31BBED-AB57-4362-942C-292086C1462B","primo unam parvam caxiam novam supra scriptorium"
"8879E016-22C3-494C-955C-9B6A3B7FAA5B","item balansas"
"B06E5737-42C8-4199-AEF1-1B1B59D0C48F","item unum candalabrum magnum"
"9B1EE021-E8C4-4458-99D2-CF3079A08D24","item duas sarreilhas magnas cum ferroillis"
"737E5370-EF3C-4127-97C2-4F3ACA38CA45","item unam tabulam cum duobus talonis"
"FBBC8C21-1C25-4766-94BD-D59EA6B5ECFB","item quadraginta goriala platarum"
"9FF274C9-8B84-452F-8D35-3BBA2F92EA78","item quinque aguilhas magnas galee ferri veteris"
"E3BC2D87-10B8-4A50-B39C-B4123F2B8526","item quadraginta tres servelerias galee"
"A4155D58-81CA-49AD-B75C-DFF63A66F918","item unam virgam ad ponderandum magnam cum romana"
"BC57A342-3FD7-4A68-8ABC-88550CE23BF5","item unum bras ponderandi fuste"
"976F812C-D133-444E-854C-A89ACA819C32","item unam caxiam plenam veratonum pauci valoris"
"BE32F5F3-764D-48B3-8D89-9AC668E1035C","item duas caxietas plenas clavaone galee veteris"
"0601A29C-B6A9-4B24-8612-C79FB43C18A9","item pavesia septuaginta unum"
"6B42D724-92BF-493D-9A4C-8CD8873AA64E","item platas galee quinquaginta octo"
"D86B388E-8A67-4C7B-9482-7FB7FE4B948E","item unam caxiam plenam ferro dicti chapons"
"60B850C9-CE50-4BFC-A14F-B924A609DEBF","item unam tabulam absque talonibus"
"4D27A487-5560-48DA-BD59-E3D213BD8E0D","item unum tabularium ad mostrandum pannos"
"AEE08736-7236-41E2-BE4B-D13222B4ED31","in camera supra scriptorium"
"17CA18FE-F5C0-404D-9985-C0E1EA7F566F","item unam colcam fuste cum matallacio traversario copertorio de bort et capsalerio de bort"
"C56517F7-74F6-41D4-BC4B-7393F81EEFAD","item unum scanum ante lectum de duobus meianis"
"F98FF1EF-5B22-493A-BCFB-79152E3D39FA","et alium [scanum] ad pedes lecti de uno meiano"
"92E26E95-08F4-4975-B48A-F86CBD675123","item in illo [scano] de duobus meianis sunt quatuor lodices novi tres magni et unus parvus"
"D08B7298-BF47-4F50-8BE5-F93826CAF426","item unum copertorium magnum faisatum de panno lividi et albo"
"E161B8CE-564F-4825-AA90-FADAAD35421E","item unum copertorium tele nove de tela lividi et alba"
"2C144EDC-0346-4517-A606-960885A8264D","item unam parvam colcam fuste cum duobus banquis sive bredola uno matalassio uno pulvinari et uno talono de lana barrato"
"83EF2CE2-C45B-42DD-9D4B-9320D87AEF56","in magna aula"
"58D787CD-DB36-47B6-9997-5112CD223560","item quinque magnas bredolas novas"
"CF21E76D-2341-4A53-A3E0-130F7549BBCF","item unum dreysatorium"
"FA7BBD7B-E15F-4C0A-B6E7-089D479AB878","item unum parvum taulerium ad hostendendum pannos"
"E78A7345-4E5A-4F2A-80C6-2798F62CAA8E","in parva aula"
"7614838D-812D-4A98-879F-5E9FD0498551","item quinque pavesia nova"
"13C45C6E-C03C-4B1E-A3DB-0B3A1DEA89CF","item unam mensam magnam"
"385FEAFF-AEC4-4C11-A103-6F6D7AFF56D0","item quatuor taulonos tabularum"
"5FFF4E76-C4F0-4222-AF32-2937633C0CED","item unam brediolam veterem"
"D56280BD-354F-459B-A67B-50170CA47D76","in quoquina"
"BBDC79BC-9B8B-4751-B16F-C1DD1A469791","item magnum bancum"
"1C9C6398-7329-4A58-A031-D0A228697EDA","in furnello"
"3CF04F66-9C18-40C7-80DC-198D54F6068E","item unum banchum longum"
"C6027368-CE8B-47A8-A270-E08547D24348","in quinque cameris superioribus"
"30750055-EB68-4693-A167-1167E5B758A0","item sex colcas fusti"
"8AF7DAEB-691B-4869-A7DA-0A0BC1A1284B","in butigia veteri in domo domini thomasii loquesii"
"3418E74D-1F7C-46EF-A848-47A038353A1F","item centum viginti quinque remos galee pauci valoris vel circa"
"745DF57F-46AB-4CEE-9F17-F39B9F35D57A","item duos ferros galee"
"905B7F1B-D406-44C9-97F0-4E0DE4343222","item aliqua quantitas legnaminis pauci valoris"
"A8BB3E81-D563-4656-854B-3FAA770A5CE3","in stabulo"
"43D86548-7F7E-4E9B-BC13-0830B1266900","item ronsinum pili rubei"
"8417BC9F-A0B9-4444-9A8C-D4C86A2E19C0","item duas quadrigas unam bonam et aliam pauci valoris"
"171D5D69-5350-4BBF-8FA4-607F0831D3A7","sequntur debita in quibus dicta hereditas tenetur personis infrascriptis"
"1647610A-BABF-4683-A38F-B1B09D38EDA8","primo petro folcardi macellario in quatuor florenos auri ipsi johanni [casse] mutuatos"
"ED0B2665-26FB-4D85-82FB-D6B9A002A87C","item domine beatrici beroarde moniali sancti salvatoris in decem scutis auri mutuatis ..."
"91DA03FB-D603-4988-9D65-DEDB5497857D","item domine rixande martine moniali sancti poncii in quatuor florinis auri mutuatis ___ ___"
"750F4059-7E36-479F-A346-854598D75019","item domine katherine martine moniali sancti poncii in quatuor florinos auri mutuatis supra uno pomo ensis cristalli una parva zona argenti et duabus virgis argenti"
"EBA6E713-A38C-4AED-AF8A-B5CCDB8D2E2F","item tenetur margarite de favassio in quatuor florenos auri mutuatis supra uno annulo auri cum uno esmeralde et quatuor perlis grossis"
"7A1DF977-B648-4987-A5A2-57F949362D49","item domine marie ricavi moniali sancti salvatoris in duobus florenis auri mutuatis supra uno annulo auri cum saffiro"
"CC94AC02-7212-4235-AF37-9E4BD5524AF7","item guilhelmo giraudi in florenis sexdecim mutuatis supra duobus annulis auri cum lapidibus safili uno et alio balaysio"
"9B3F950C-E3BB-48D2-A28F-B802C71D9EB6","item anthonio de sarda in florenis duodecim mutuatis supra tribus cordulis perlarum grossis decem et octo operibus cappelli perlarum et uno annulo cum lapide diamanti"
"7A16F46A-FBBA-4F76-8BC1-BD5B53AAD2F9","item bernardo martini in florenis triginta de quibus habet cordulos perlarum undecim grossos et perlarum grossarum"
"CCACF9CC-757F-4B62-A037-5B9C9C31DB21","item rosse judee in florenis octo et grossis sex habet in pignore unam zonam argenti"
"E1117FFC-D36A-4AD4-8902-A797B073E523","item per manus mosseni de cadaneto qui posuit in pignore unam magnam zonam argenti pro viginti quatuor florenis auri"
"D0F2685B-96BB-4397-8A4D-A9315068BA03","item petro de sancto jacobo in florenos auri quinque habet in pignore unum annulum auri cum perlis circumcirca"
"17EAE31D-5E9A-4843-802B-C5CCAAF9E2E2","item mossenus de cadaneto impignoravit unum bassinetum unam cottam malhe unum cavaghonum malhe pro florenis sex"
"8783ABAC-B612-4742-AE6A-2D8D81858F83","item johanni de montiliis in florenis duodecim habet in pignore unam magnam vanoam"
"24579D7A-479E-4D94-94F6-0B8A562527AA","item domine gantelme atulphe in florenis decem habet in pignore pannum meianum de francia et unam sayam de francia armeratam armis ipsius"
"887FDE87-3115-4FCB-B776-08283BE2A415","item domine beatrici de vaqueriis in florenis quinque"
"46D934BE-3D06-4EF3-BE87-A3D9BF7FFD46","item astrugetus de bederida impignoravit unam chopam de chameloto rubeo cum penna scurolorum unam zonam argenti et aliquos thoretos perlarum pro viginti florenis"
"29E77D07-A880-4EC7-94FB-5A4CC4B74739","item idem astarguetus posuit in pignore aliquos tranchados et octo branchas coralhi munitas argenti uno calice cum patena argenti pro sexdecim florenis"
"5B7D79E4-C2B9-44C7-BBF1-B3C70FA07FB4","item domino stephano jordani in florenis decem et octo habet in pignore unam tasseam magnam argenti et duos annulos auri causa mutui"
"A49E428D-161E-4824-9A53-ADB03878D1BC","item ludovico olivarii in florenis duobus"
"5A39920D-44BA-48C7-AF57-E52E82EA2A2A","item martino elie in florenis quatuor causa emptionis civate"
"A41A8131-5FFE-4F95-AC9F-F219F1ACE8E7","item antonio nicolai pro vestibus nigris et aliis raubis habet in pignore unum copertorium de sirico unam coutram et tres magnos cordulas perlarum et unam vanoam"
"E7F41EC5-736B-4EE1-BB1E-F826B86BEEA9","item bartholomeo de montiliis in florenis viginti habet in pignore magnum pannum sive drap francie"
"F6A316DB-7E52-46E5-A5F8-DD6759B721DB","item laurentio de sancto jacobo duos florenis auri habet in pignore aliquos grossos patrenostre d_ambre"
"60881F24-7EA9-41F7-B70B-3B17EBF268B8","item philippo colrati pro cera exaequiarum habet in pignore unum pannum francie"
"57748806-649B-4B81-946D-A61B8AF70BA6","item antonete martine florenos decem auri"
"E345DDCC-5EB3-4FC4-9307-8563CC9D0365","item cuidam cathalano quinque florenos auri habet in pignore sex brochas argenti"
"EF79D030-3675-43B6-87C6-EC812348F4FB","item dicte anthonete martine in uno scuto pro velo sive olet dicte domine raynaude"
"6213DD25-3BE5-43CA-B5FB-1B56B42A4018","sequuntur bona mobilia reperta in supradicta bastida"
"C86136C4-7B22-4289-B662-21CBE40E2BE9","primo in cappella ejusdem bastide"
"3EA51230-6F12-4401-9865-B4AD427A4C1E","unum oratorium depictum cum diversis ymaginibus magnum"
"8CAF03D2-1044-4480-885B-73D59B2E5777","item unam tabulam cum aliquibus orationibus descriptam"
"E3CBA40D-400F-4488-9D08-0FBE00446200","in socolo dicte domus"
"2362F37E-54A4-4B14-8AEB-34F11D9A0442","item unam mensam ad comedendum mediocrem de sappo cum duobus talonis"
"23CE7D97-D407-4248-A082-5A3D18ECD3D7","item unum scanum"
"6439D8EE-1C8D-4ED4-94EE-26A157B23226","item unum peyrolum magnum"
"E2CE74E9-67BE-480A-9914-5101FC0FB11B","item unam sartaginem magnam"
"3357DD36-2A89-49A8-8DF8-85B7DD2BF4F2","item unam aysadam deruptam"
"C9DB57AA-2573-4E95-9B1C-7592812273A5","item unam parvam destral"
"31F4E4BE-6468-4EEE-A256-90D7F4F90FD1","item quatuor conhet de ferro ad asclandum ligna"
"D5619597-90B2-4B1E-A08B-C5128CB3F62D","item duas scalas"
"8083050E-6B90-4CDB-94E0-B95F50844188","item unam gratusam"
"6368234A-4A44-44A5-87C6-30177932B694","item tres scutellas rotundas stangni"
"6F2A95A5-8F36-46F9-96A7-5DDF1E03747A","item unam tasseam stangni"
"D357F5A5-CBB7-43F1-9B46-FBCC1C392F56","item unam saleriam stagni"
"A2B1988B-56EB-49DB-BC27-08560E80843E","item duas faucillas"
"6A7A6B2D-DB60-4197-9D4B-567A3C8A45FA","item unam barrilam parvam"
"4223BFA8-21BE-426B-85A0-E29ADE1F4F22","item unum parvum scudetum"
"B59BD747-F1A6-4C16-A8CA-B39F435EC14A","in camera inferiori"
"66FA0AC3-CBF7-4345-A579-AFEF83528B35","item unam colcam fuste hominis cum matalassio duobus linteaminibus duobus lodicibus uno pulvinari pauci valoris"
"6CE1F25A-F07D-4A8D-9E86-A0BDD7CD9BB2","item unam caxiam ad tenendum panem pauci valoris"
"EB71C0FD-B2C8-4BC3-8261-3736C4C5358D","in auleta"
"DB4CF4BE-FB3E-4B71-B8E6-8CF2A88836EC","item tres scudetos cum suis armis"
"E2508615-7234-4FB1-B545-004DEA8295E4","in prima camera"
"7D7766E1-0B52-4744-9833-E7EF4828AF2E","item unam colcam fuste tantum"
"0908A616-A019-4540-B795-19D65184E603","item unum matalassium parvum pauci valoris"
"33491AB5-7443-4E43-A8BB-7C8F56DB13CE","item transversarium plume de alexandria bonum"
"1FD8FCDF-FFC9-4888-AC4F-1AB740FA2431","item unam caxiam longam vacuam"
"122E72D0-359F-41E0-916F-8C65975469F6","item campanetam"
"47F2618E-C3C8-4E2E-95C0-1AD712C5D191","item unam caxiatam"
"521603E1-C65A-44A8-BC3C-A7EC485CAF44","item tres picherios terre"
"E54FEDD1-992F-4853-858F-C164E6A1520D","item sex cissoria fuste"
"30DD508A-90FB-42BD-B075-40718797F703","item quatuor scutellas fuste"
"88071FB5-15A2-4189-878F-6206A03DD6B8","in dispensa"
"255C10EB-AC66-4ADC-9BA6-ECCFE60BE720","item tres trapalas"
"E1A8D0EB-AA7E-4DAD-B143-2A2DE616BFA4","item duos rastels"
"18DD6652-3E60-479D-9B84-9182DCD9E95E","item tres furcas fuste"
"D6278A78-562A-4D8D-997A-6A384E9198B9","item unum furcat"
"D7B4AC4A-6F3A-486A-8B25-02B6C65304E9","item decem et octo coffinos ad vindemiandum"
"CD7336B5-9829-4CEB-B5F8-BE91859732F8","in quoquina"
"F21FBE54-E82B-4FBC-B3A2-CC6B5A4A4738","item unam parvam tabulam cum peccolis"
"BEFB8FF1-EDA3-4581-8071-5C6E00E44230","item unam tinam bugaderiam bonam et magnam"
"EEC563F0-D795-4BE3-BD0C-AA3AFFEB697D","item unam tinam bugaderiam quasi fundutam et fractam"
"CE8E73A9-3715-4181-8924-31077B44FB73","item unum comascle ferri"
"62CE493C-22F3-4080-9A57-0B80B99CAA80","item unum lapidem cavatum ad faciendum bugatam"
"7266DD4A-5122-4793-B866-636F76D3789C","item unam payrolhetam cupri fractam"
"F897265F-FD32-487D-8D8D-616A7554AA7C","item unam aliam modicam olletam cupri"
"4776F923-DD51-4377-94C1-A36E51F3342C","item unam forquetam ferri pro stabulo"
"1CE72EBE-2B7A-44CC-B0AC-75551E5BA9CC","item unum endesium ferri"
"AB5D04A0-8473-4EE9-9008-43D77487373B","item unum morterium parvum lapidis"
"6D6F1496-C25F-4749-AB36-51851CD47EFA","item duas ollas terre"
"1E34FD81-D0B5-4198-9DE1-1715DE9C61A8","in stabulo"
"41CFD44B-4CDB-4322-BB45-B0EFEFAE353E","item unam cambam darayre cum joquo"
"73271EC3-2A05-41AE-AC5C-92913C6A3145","item unum bastum pauci valoris"
"9F8E6C3B-6938-4902-A6CD-22420A28BEDC","in introitu bastide iuxta capellam"
"8D7DB6F0-8D7C-4005-B5FB-CF44DEFF1235","item unum poayre cuppri"
"1958C83F-8482-43F0-A049-7E0DDD2A159E","subscriptis scripture cum aliis pluribus instrumentis et scripturis fuerunt reperte in caxieta que est in pedes scriptorii"
"AE014BDC-B27C-4746-B130-B4CFD4C00FEA","item extimatio facta johanneti bote de bastida scita ad sanctum genesium ___"
"32712DB2-4A41-4159-BAB9-D7C09AC5CCDB","item instrumentum accapiti hospicii novi cambiorum"
"B4BF16C1-81D4-4941-B54B-69552677DE8C","item instrumentum retentionis censuum hospiciorum de carreria palacii et hospicii novi cambiorum ___"
"3F1BBFDB-3827-4562-ABE8-74659FC243D0","item emptio duorum hospiciorum ___"
"0E3F22CF-C012-4247-9F8C-3C95415E19A7","un squet de tela en que sunt quatre cartolaris et alcunas altras escipturas tocant al faich dos juels"
"98397FB8-813D-4FF2-99C4-B59708B3F904","un grant cartolari contenent las compras et las autras besonhas de son hostal ___ e la rediera escriptura es de las messions que es fes en l_ostal de l_espeiceria de donna raynauda cassa"
"246596CC-0720-44CE-B2B9-F9869F2FF431","unum manuale a la socia sive companhiera de raynauda __"
"9D005A87-85A0-465F-90F3-4B70EBECE394","computa dicti johannis condam et antonin de sarda"
"789AB777-33F5-4D1B-B7FE-F82E8700137A","aliud manual ___ aquest an devent a la luminaria de nostra donna de confession de las acollas in quo cartulario est copia testamenti guillermete uxoris condam dicti condam johannis"
"ED1661B8-872F-4022-9B79-004DBB9A044C","aliud manual cadratum ___ in principio ipsius est scriptum las galeas nostras partiron de massella"
